Store;Date;Weekly_Sales;Holiday_Flag;Temperature;Fuel_Price;CPI;Unemployment
9;14/01/2011;$ 458.087;0;36.43;$ 2.983;2.149.749.587;6.416
9;21/01/2011;$ 454.022;0;44.72;$ 3.016;2.153.554.013;6.416
9;28/01/2011;$ 463.561;0;43.9;$ 3;2.157.358.438;6.416
9;4/02/2011;$ 544.612;0;31.82;$ 2.989;2.161.162.864;6.416
9;11/02/2011;$ 555.279;1;34.13;$ 3.022;216.496.729;6.416
9;18/02/2011;$ 610.986;0;58.5;$ 3.045;2.168.154.856;6.416
9;25/02/2011;$ 513.107;0;59.01;$ 3.065;2.171.095.679;6.416
9;4/03/2011;$ 542.016;0;60.67;$ 3.288;2.174.036.503;6.416
9;11/03/2011;$ 517.784;0;54.75;$ 3.459;2.176.977.326;6.416
9;18/03/2011;$ 515.226;0;63.82;$ 3.488;2.179.563.371;6.416
9;25/03/2011;$ 497.488;0;68.79;$ 3.473;2.182.007.506;6.416
9;1/04/2011;$ 520.962;0;56.12;$ 3.524;218.445.164;6.38
9;8/04/2011;$ 561.626;0;71.4;$ 3.622;2.186.895.775;6.38
9;15/04/2011;$ 528.420;0;71.9;$ 3.743;2.189.134.935;6.38
9;22/04/2011;$ 549.502;0;72.35;$ 3.807;2.190.861.659;6.38
9;29/04/2011;$ 532.226;0;70.85;$ 4;2.192.588.382;6.38
9;6/05/2011;$ 545.251;0;62.2;$ 3.906;2.194.315.106;6.38
9;13/05/2011;$ 539.126;0;77.66;$ 3.899;2.196.041.829;6.38
9;20/05/2011;$ 518.267;0;70.49;$ 3.907;2.193.622.809;6.38
9;27/05/2011;$ 553.834;0;80.42;$ 3.786;2.191.203.788;6.38
9;3/06/2011;$ 587.004;0;85.8;$ 3.699;2.188.784.768;6.38
9;10/06/2011;$ 550.076;0;85.81;$ 3.648;2.186.365.747;6.38
9;17/06/2011;$ 558.671;0;89.15;$ 3.637;2.185.877.333;6.38
9;24/06/2011;$ 538.746;0;86.74;$ 3.594;2.186.836.874;6.38
9;1/07/2011;$ 537.064;0;89.14;$ 3.524;2.187.796.415;6.404
9;8/07/2011;$ 535.983;0;89.04;$ 3;2.188.755.955;6.404
9;15/07/2011;$ 512.834;0;90.45;$ 3.575;2.189.607.242;6.404
9;22/07/2011;$ 491.450;0;89.08;$ 3.651;2.190.187.895;6.404
9;29/07/2011;$ 471.450;0;91.1;$ 3.682;2.190.768.548;6.404
9;5/08/2011;$ 554.880;0;91.52;$ 3.684;2.191.349.201;6.404
9;12/08/2011;$ 520.285;0;91.63;$ 3.638;2.191.929.854;6.404
9;19/08/2011;$ 540.819;0;85.8;$ 3.554;2.192.556.109;6.404
9;26/08/2011;$ 542.664;0;88.95;$ 3.523;2.193.189.965;6.404
9;2/09/2011;$ 544.643;0;89.33;$ 3.533;219.382.382;6.404
9;9/09/2011;$ 528.785;1;75.65;$ 3.546;2.194.457.675;6.404
9;16/09/2011;$ 500.274;0;77.95;$ 3.526;2.196.297.841;6.404
9;23/09/2011;$ 506.744;0;74.42;$ 3.467;2.199.746.423;6.404
9;30/09/2011;$ 508.567;0;78.45;$ 3.355;2.203.195.004;6.404
9;7/10/2011;$ 553.837;0;72.62;$ 3.285;2.206.643.585;6.054
9;14/10/2011;$ 529.516;0;67.27;$ 3.274;2.209.836.849;6.054
9;21/10/2011;$ 557.075;0;65.46;$ 3.353;2.211.498.206;6.054
9;28/10/2011;$ 548.527;0;63.96;$ 3.372;2.213.159.563;6.054
9;4/11/2011;$ 597.855;0;54.46;$ 3.332;2.214.820.921;6.054
9;11/11/2011;$ 594.574;0;58.28;$ 3.297;2.216.482.278;6.054
9;18/11/2011;$ 542.414;0;58.8;$ 3.308;2.218.803.923;6.054
9;25/11/2011;$ 814.754;1;54.32;$ 3.236;2.221.389.683;6.054
9;2/12/2011;$ 613.115;0;46.84;$ 3.172;2.223.975.443;6.054
9;9/12/2011;$ 630.327;0;37.65;$ 3.158;2.226.561.203;6.054
9;16/12/2011;$ 705.558;0;47.31;$ 3.159;2.228.825.484;6.054
9;23/12/2011;$ 905.325;0;44.43;$ 3.112;2.230.661.125;6.054
9;30/12/2011;$ 549.788;1;43.41;$ 3.129;2.232.496.766;6.054
9;6/01/2012;$ 519.586;0;47.54;$ 3.157;2.234.332.408;5.667
9;13/01/2012;$ 474.965;0;42.44;$ 3.261;2.236.168.049;5.667
9;20/01/2012;$ 480.130;0;51.56;$ 3.268;2.237.114.288;5.667
9;27/01/2012;$ 482.451;0;49.38;$ 3;2.238.060.527;5.667
9;3/02/2012;$ 549.968;0;54.43;$ 3;2.239.006.766;5.667
9;10/02/2012;$ 609.736;1;44.03;$ 3.409;2.239.953.006;5.667
9;17/02/2012;$ 658.965;0;43.81;$ 4;2.241.588.663;5.667
9;24/02/2012;$ 563.579;0;53.67;$ 3.555;2.243.741.384;5.667
9;2/03/2012;$ 619.498;0;57.2;$ 4;2.245.894.104;5.667
9;9/03/2012;$ 574.956;0;54.03;$ 3.669;2.248.046.825;5.667
9;16/03/2012;$ 550.374;0;59.94;$ 3.734;2.249.594.902;5.667
9;23/03/2012;$ 550.791;0;58.79;$ 3.787;2.250.336.786;5.667
9;30/03/2012;$ 574.985;0;67.87;$ 3.845;225.107.867;5.667
9;6/04/2012;$ 677.886;0;68.83;$ 3.891;2.251.820.555;5.539
9;13/04/2012;$ 578.540;0;69.19;$ 3.891;2.252.562.439;5.539
9;20/04/2012;$ 542.819;0;68.04;$ 3.877;2.253.117.488;5.539
9;27/04/2012;$ 550.415;0;73.07;$ 3.814;2.253.672.537;5.539
9;4/05/2012;$ 586.289;0;78.98;$ 3.749;2.254.227.585;5.539
9;11/05/2012;$ 592.572;0;70.94;$ 3.688;2.254.782.634;5.539
9;18/05/2012;$ 571.464;0;69.52;$ 4;2.254.942.498;5.539
9;25/05/2012;$ 547.226;0;79.69;$ 3.561;2.254.944.288;5.539
9;1/06/2012;$ 583.649;0;80.26;$ 3.501;2.254.946.078;5.539
9;8/06/2012;$ 582.525;0;78.91;$ 3.452;2.254.947.868;5.539
9;15/06/2012;$ 564.606;0;82.21;$ 3.393;2.255.070.634;5.539
9;22/06/2012;$ 562.173;0;81.05;$ 3.346;2.255.495.841;5.539
9;29/06/2012;$ 544.771;0;87.18;$ 3.286;2.255.921.049;5.539
9;6/07/2012;$ 578.790;0;84.15;$ 3.227;2.256.346.256;5.277
9;13/07/2012;$ 536.538;0;82.39;$ 3.256;2.256.771.463;5.277
9;20/07/2012;$ 513.992;0;83.39;$ 3.311;2.256.871.121;5.277
9;27/07/2012;$ 495.951;0;86.41;$ 3.407;2.256.970.779;5.277
9;3/08/2012;$ 533.888;0;90.23;$ 3.417;2.257.070.437;5.277
9;10/08/2012;$ 538.713;0;88.66;$ 3.494;2.257.170.094;5.277
9;17/08/2012;$ 535.153;0;86.37;$ 3.571;2.257.995.323;5.277
9;24/08/2012;$ 572.888;0;77.9;$ 4;2.259.364.729;5.277
9;31/08/2012;$ 576.879;0;80.71;$ 3.638;2.260.734.135;5.277
9;7/09/2012;$ 565.812;1;87.93;$ 4;2.262.103.541;5.277
9;14/09/2012;$ 523.427;0;73.55;$ 3.717;2.263.567.545;5.277
9;21/09/2012;$ 533.757;0;69.92;$ 3.721;2.265.599.138;5.277
9;28/09/2012;$ 516.361;0;76.8;$ 3.666;2.267.630.732;5.277
9;5/10/2012;$ 606.755;0;66.61;$ 3.617;2.269.662.325;4.954
9;12/10/2012;$ 558.465;0;60.09;$ 3.601;2.271.693.919;4.954
9;19/10/2012;$ 542.009;0;68.01;$ 3.594;227.214.288;4.954
9;26/10/2012;$ 549.731;0;69.52;$ 3.506;2.272.328.068;4.954
10;5/02/2010;$ 2.193.049;0;54.34;$ 2.962;1.264.420.645;9.765
10;12/02/2010;$ 2.176.029;1;49.96;$ 2.828;1.264.962.581;9.765
10;19/02/2010;$ 2.113.433;0;58.22;$ 2.915;1.265.262.857;9.765
10;26/02/2010;$ 2.006.775;0;52.77;$ 2.825;1.265.522.857;9.765
10;5/03/2010;$ 1.987.090;0;55.92;$ 2.877;1.265.782.857;9.765
10;12/03/2010;$ 1.941.346;0;52.33;$ 3.034;1.266.042.857;9.765
10;19/03/2010;$ 1.946.875;0;61.46;$ 3.054;1.266.066.452;9.765
10;26/03/2010;$ 1.893.532;0;60.05;$ 3;1.266.050.645;9.765
10;2/04/2010;$ 2.138.652;0;63.66;$ 3.086;1.266.034.839;9.524
10;9/04/2010;$ 2.041.069;0;65.29;$ 3.004;1.266.019.032;9.524
10;16/04/2010;$ 1.826.241;0;69.74;$ 3.109;1.265.621;9.524
10;23/04/2010;$ 1.829.522;0;66.42;$ 3;1.264.713.333;9.524
10;30/04/2010;$ 1.790.695;0;69.76;$ 3.105;1.263.805.667;9.524
10;7/05/2010;$ 1.921.432;0;71.06;$ 3.127;1.262.898;9.524
10;14/05/2010;$ 1.808.056;0;73.88;$ 3.145;1.262.085.484;9.524
10;21/05/2010;$ 1.847.614;0;78.32;$ 3;1.261.843.871;9.524
10;28/05/2010;$ 1.904.618;0;76.67;$ 3.058;1.261.602.258;9.524
10;4/06/2010;$ 1.931.406;0;82.82;$ 2.941;1.261.360.645;9.524
10;11/06/2010;$ 1.827.522;0;89.67;$ 3.057;1.261.119.032;9.524
10;18/06/2010;$ 1.837.636;0;83.49;$ 2.935;126.114;9.524
10;25/06/2010;$ 1.768.172;0;90.32;$ 3.084;1.261.266;9.524
10;2/07/2010;$ 1.845.894;0;92.89;$ 2.978;1.261.392;9.199
10;9/07/2010;$ 1.769.793;0;91.03;$ 3;1.261.518;9.199
10;16/07/2010;$ 1.828.052;0;91.8;$ 2.971;1.261.498.065;9.199
10;23/07/2010;$ 1.831.676;0;88.44;$ 3.112;1.261.283.548;9.199
10;30/07/2010;$ 1.832.664;0;85.03;$ 3.017;1.261.069.032;9.199
10;6/08/2010;$ 1.949.236;0;86.13;$ 3.123;1.260.854.516;9.199
10;13/08/2010;$ 1.962.997;0;88.37;$ 3.049;126.064;9.199
10;20/08/2010;$ 1.983.191;0;89.88;$ 3.041;1.260.766.452;9.199
10;27/08/2010;$ 1.727.565;0;84.99;$ 3.022;1.260.892.903;9.199
10;3/09/2010;$ 1.766.331;0;83.8;$ 3.087;1.261.019.355;9.199
10;10/09/2010;$ 1.720.530;1;84.04;$ 2.961;1.261.145.806;9.199
10;17/09/2010;$ 1.716.756;0;85.52;$ 3.028;1.261.454.667;9.199
10;24/09/2010;$ 1.655.037;0;85.75;$ 2.939;1.261.900.333;9.199
10;1/10/2010;$ 1.645.893;0;86.01;$ 3.001;1.262.346;9.003
10;8/10/2010;$ 1.772.192;0;77.04;$ 2.924;1.262.791.667;9.003
10;15/10/2010;$ 1.703.850;0;75.48;$ 3;1.263.266.774;9.003
10;22/10/2010;$ 1.740.234;0;68.12;$ 3.014;1.263.815.484;9.003
10;29/10/2010;$ 1.741.309;0;68.76;$ 3;1.264.364.194;9.003
10;5/11/2010;$ 1.832.212;0;71.04;$ 3.009;1.264.912.903;9.003
10;12/11/2010;$ 1.895.902;0;61.24;$ 3;1.265.461.613;9.003
10;19/11/2010;$ 1.949.177;0;58.83;$ 3.047;1.266.072;9.003
10;26/11/2010;$ 2.939.946;1;55.33;$ 3.162;1.266.692.667;9.003
10;3/12/2010;$ 2.251.207;0;51.17;$ 3.041;1.267.313.333;9.003
10;10/12/2010;$ 2.411.790;0;60.51;$ 3.091;1.267.934;9.003
10;17/12/2010;$ 2.811.647;0;59.15;$ 3.125;1.268.794.839;9.003
10;24/12/2010;$ 3.749.058;0;57.06;$ 3.236;1.269.835.806;9.003
10;31/12/2010;$ 1.707.298;1;49.67;$ 3.148;1.270.876.774;9.003
10;7/01/2011;$ 1.714.310;0;43.43;$ 3.287;1.271.917.742;8.744
10;14/01/2011;$ 1.710.804;0;49.98;$ 3.312;1.273.009.355;8.744
10;21/01/2011;$ 1.677.556;0;56.75;$ 3.336;1.274.404.839;8.744
10;28/01/2011;$ 1.715.769;0;53.03;$ 3.231;1.275.800.323;8.744
10;4/02/2011;$ 1.968.046;0;44.88;$ 3.348;1.277.195.806;8.744
10;11/02/2011;$ 2.115.408;1;51.51;$ 3.381;127.859.129;8.744
10;18/02/2011;$ 2.106.935;0;61.77;$ 3;12.799.525;8.744
10;25/02/2011;$ 1.967.997;0;53.59;$ 3.398;128.13;8.744
10;4/03/2011;$ 1.958.003;0;56.96;$ 3.674;12.826.475;8.744
10;11/03/2011;$ 1.933.469;0;64.22;$ 4;1.283.995;8.744
10;18/03/2011;$ 1.884.734;0;70.12;$ 3.892;1.285.121.935;8.744
10;25/03/2011;$ 1.815.799;0;62.53;$ 3.716;1.286.160.645;8.744
10;1/04/2011;$ 1.827.733;0;67.64;$ 3.772;1.287.199.355;8.494
10;8/04/2011;$ 1.870.721;0;73.03;$ 3.818;1.288.238.065;8.494
10;15/04/2011;$ 1.781.767;0;61.05;$ 4.089;1.289.107.333;8.494
10;22/04/2011;$ 2.004.831;0;75.93;$ 3.917;1.289.553;8.494
10;29/04/2011;$ 1.873.646;0;73.38;$ 4.151;1.289.998.667;8.494
10;6/05/2011;$ 1.841.370;0;73.56;$ 4.193;1.290.444.333;8.494
10;13/05/2011;$ 1.712.995;0;74.04;$ 4.202;129.089;8.494
10;20/05/2011;$ 1.720.908;0;72.62;$ 4;1.290.756.774;8.494
10;27/05/2011;$ 1.743.000;0;78.62;$ 3.933;1.290.623.548;8.494
10;3/06/2011;$ 1.792.211;0;81.87;$ 3.893;1.290.490.323;8.494
10;10/06/2011;$ 1.740.063;0;84.57;$ 3.981;1.290.357.097;8.494
10;17/06/2011;$ 1.817.935;0;87.96;$ 3.935;1.290.432;8.494
10;24/06/2011;$ 1.711.813;0;90.69;$ 3.807;1.290.663;8.494
10;1/07/2011;$ 1.751.370;0;95.36;$ 3.842;1.290.894;8.257
10;8/07/2011;$ 1.699.708;0;88.57;$ 3.793;1.291.125;8.257
10;15/07/2011;$ 1.775.068;0;86.01;$ 3.779;1.291.338.387;8.257
10;22/07/2011;$ 1.774.343;0;88.59;$ 3.697;1.291.507.742;8.257
10;29/07/2011;$ 1.745.841;0;86.75;$ 3.694;1.291.677.097;8.257
10;5/08/2011;$ 1.886.300;0;89.8;$ 3.803;1.291.846.452;8.257
10;12/08/2011;$ 1.917.398;0;85.61;$ 3.794;1.292.015.806;8.257
10;19/08/2011;$ 1.954.850;0;87.4;$ 3.743;1.292.405.806;8.257
10;26/08/2011;$ 1.728.399;0;91.59;$ 3.663;1.292.832.581;8.257
10;2/09/2011;$ 1.758.587;0;91.61;$ 3.798;1.293.259.355;8.257
10;9/09/2011;$ 1.670.580;1;89.06;$ 3.771;1.293.686.129;8.257
10;16/09/2011;$ 1.650.894;0;77.49;$ 3.784;1.294.306;8.257
10;23/09/2011;$ 1.685.911;0;82.51;$ 3.789;1.295.183.333;8.257
10;30/09/2011;$ 1.627.707;0;82.27;$ 3.877;1.296.060.667;8.257
10;7/10/2011;$ 1.788.228;0;75.01;$ 3.827;1.296.938;7.874
10;14/10/2011;$ 1.704.753;0;70.27;$ 3.698;1.297.706.452;7.874
10;21/10/2011;$ 1.745.929;0;77.91;$ 3.842;1.297.821.613;7.874
10;28/10/2011;$ 1.771.793;0;72.79;$ 3.843;1.297.936.774;7.874
10;4/11/2011;$ 1.904.439;0;68.57;$ 3.828;1.298.051.935;7.874
10;11/11/2011;$ 2.076.571;0;55.28;$ 3.677;1.298.167.097;7.874
10;18/11/2011;$ 1.869.088;0;58.97;$ 3.669;1.298.268.333;7.874
10;25/11/2011;$ 2.950.199;1;60.68;$ 4;1.298.364;7.874
10;2/12/2011;$ 2.068.097;0;57.29;$ 3.701;1.298.459.667;7.874
10;9/12/2011;$ 2.429.311;0;42.58;$ 3.644;1.298.555.333;7.874
10;16/12/2011;$ 2.555.031;0;50.53;$ 3.489;1.298.980.645;7.874
10;23/12/2011;$ 3.487.987;0;48.36;$ 3.541;1.299.845.484;7.874
10;30/12/2011;$ 1.930.690;1;48.92;$ 3.428;1.300.710.323;7.874
10;6/01/2012;$ 1.683.402;0;59.85;$ 3.443;1.301.575.161;7.545
10;13/01/2012;$ 1.711.563;0;51;$ 3.477;130.244;7.545
10;20/01/2012;$ 1.675.563;0;54.51;$ 4;1.302.792.258;7.545
10;27/01/2012;$ 1.632.406;0;53.59;$ 3.675;1.303.144.516;7.545
10;3/02/2012;$ 1.867.403;0;56.85;$ 3.543;1.303.496.774;7.545
10;10/02/2012;$ 2.218.596;1;55.73;$ 3.722;1.303.849.032;7.545
10;17/02/2012;$ 2.168.710;0;54.12;$ 3.781;1.304.546.207;7.545
10;24/02/2012;$ 2.039.416;0;56.02;$ 4;1.305.502.069;7.545
10;2/03/2012;$ 1.990.371;0;57.62;$ 3.882;1.306.457.931;7.545
10;9/03/2012;$ 1.917.483;0;57.65;$ 3.963;1.307.413.793;7.545
10;16/03/2012;$ 1.930.815;0;62.11;$ 4.273;1.308.261.935;7.545
10;23/03/2012;$ 1.837.458;0;56.54;$ 4.288;1.308.966.452;7.545
10;30/03/2012;$ 1.815.760;0;67.92;$ 4.294;1.309.670.968;7.545
10;6/04/2012;$ 2.163.384;0;65.99;$ 4.282;1.310.375.484;7.382
10;13/04/2012;$ 1.974.688;0;70.28;$ 4.254;131.108;7.382
10;20/04/2012;$ 1.777.167;0;67.75;$ 4.111;1.311.173.333;7.382
10;27/04/2012;$ 1.712.988;0;80.11;$ 4.088;1.311.266.667;7.382
10;4/05/2012;$ 1.821.364;0;77.02;$ 4.058;131.136;7.382
10;11/05/2012;$ 1.792.345;0;76.03;$ 4.186;1.311.453.333;7.382
10;18/05/2012;$ 1.795.153;0;85.19;$ 4.308;1.310.983.226;7.382
10;25/05/2012;$ 1.830.939;0;86.03;$ 4.127;1.310.287.742;7.382
10;1/06/2012;$ 1.767.471;0;80.06;$ 4.277;1.309.592.258;7.382
10;8/06/2012;$ 1.840.491;0;86.87;$ 4.103;1.308.896.774;7.382
10;15/06/2012;$ 1.811.563;0;88.58;$ 4.144;1.308.295.333;7.382
10;22/06/2012;$ 1.755.334;0;89.92;$ 4.014;1.307.929;7.382
10;29/06/2012;$ 1.707.482;0;91.36;$ 3.875;1.307.562.667;7.382
10;6/07/2012;$ 1.806.000;0;86.87;$ 3.666;1.307.196.333;7.17
10;13/07/2012;$ 1.765.572;0;89.8;$ 3.723;130.683;7.17
10;20/07/2012;$ 1.869.967;0;84.45;$ 3.589;1.307.012.903;7.17
10;27/07/2012;$ 1.817.604;0;83.98;$ 3.769;1.307.195.806;7.17
10;3/08/2012;$ 1.939.440;0;84.76;$ 3.595;130.737.871;7.17
10;10/08/2012;$ 1.880.437;0;90.78;$ 3.811;1.307.561.613;7.17
10;17/08/2012;$ 1.827.797;0;88.83;$ 4.002;1.307.909.677;7.17
10;24/08/2012;$ 1.764.984;0;82.5;$ 4.055;1.308.381.613;7.17
10;31/08/2012;$ 1.650.286;0;86.97;$ 3.886;1.308.853.548;7.17
10;7/09/2012;$ 1.708.283;1;83.07;$ 4.124;1.309.325.484;7.17
10;14/09/2012;$ 1.640.169;0;78.47;$ 3.966;1.309.776.667;7.17
10;21/09/2012;$ 1.671.858;0;81.93;$ 4.125;1.310.103.333;7.17
10;28/09/2012;$ 1.694.862;0;82.52;$ 3.966;131.043;7.17
10;5/10/2012;$ 1.758.971;0;80.88;$ 4.132;1.310.756.667;6.943
10;12/10/2012;$ 1.713.889;0;76.03;$ 4.468;1.311.083.333;6.943
10;19/10/2012;$ 1.734.835;0;72.71;$ 4.449;1.311.499.677;6.943
10;26/10/2012;$ 1.744.349;0;70.5;$ 4.301;1.311.930.968;6.943
11;5/02/2010;$ 1.528.009;0;46.04;$ 2.572;2.144.248.812;7.368
11;12/02/2010;$ 1.574.684;1;48.01;$ 2.548;2.145.747.916;7.368
11;19/02/2010;$ 1.503.299;0;48.3;$ 2.514;2.146.198.868;7.368
11;26/02/2010;$ 1.336.405;0;52.79;$ 2.561;2.146.475.127;7.368
11;5/03/2010;$ 1.426.623;0;53.96;$ 2.625;2.146.751.386;7.368
11;12/03/2010;$ 1.331.883;0;64.1;$ 2.667;2.147.027.646;7.368
11;19/03/2010;$ 1.364.207;0;61.51;$ 3;2.145.301.219;7.368
11;26/03/2010;$ 1.245.624;0;58.09;$ 2.732;2.143.241.011;7.368
11;2/04/2010;$ 1.446.210;0;66.16;$ 2.719;2.141.180.803;7.343
11;9/04/2010;$ 1.470.308;0;69.57;$ 3;2.139.120.595;7.343
11;16/04/2010;$ 1.323.243;0;67.81;$ 2.808;2.137.726.889;7.343
11;23/04/2010;$ 1.283.767;0;68.37;$ 2.795;2.137.221.852;7.343
11;30/04/2010;$ 1.239.767;0;71.13;$ 3;2.136.716.815;7.343
11;7/05/2010;$ 1.312.330;0;75.57;$ 2.835;2.136.211.778;7.343
11;14/05/2010;$ 1.266.796;0;77.64;$ 2.854;2.136.196.139;7.343
11;21/05/2010;$ 1.271.647;0;76.97;$ 2.826;2.139.116.886;7.343
11;28/05/2010;$ 1.264.273;0;79.69;$ 2.759;2.142.037.634;7.343
11;4/06/2010;$ 1.396.322;0;79.66;$ 2.705;2.144.958.382;7.343
11;11/06/2010;$ 1.339.571;0;82.81;$ 2.668;214.787.913;7.343
11;18/06/2010;$ 1.336.523;0;84.13;$ 2.637;2.147.858.259;7.343
11;25/06/2010;$ 1.262.025;0;84.5;$ 2.653;2.146.660.741;7.343
11;2/07/2010;$ 1.302.600;0;83.09;$ 2.669;2.145.463.222;7.346
11;9/07/2010;$ 1.280.156;0;83.01;$ 2.642;2.144.265.704;7.346
11;16/07/2010;$ 1.290.610;0;84.9;$ 2.623;2.144.176.476;7.346
11;23/07/2010;$ 1.244.390;0;84.57;$ 2.608;2.145.564.968;7.346
11;30/07/2010;$ 1.250.179;0;83.26;$ 3;214.695.346;7.346
11;6/08/2010;$ 1.369.635;0;86.54;$ 2.627;2.148.341.952;7.346
11;13/08/2010;$ 1.384.339;0;87.73;$ 2.692;2.149.730.444;7.346
11;20/08/2010;$ 1.430.192;0;88.93;$ 2.664;2.149.314.191;7.346
11;27/08/2010;$ 1.311.263;0;87.7;$ 2.619;2.148.897.938;7.346
11;3/09/2010;$ 1.303.914;0;84.94;$ 2.577;2.148.481.685;7.346
11;10/09/2010;$ 1.231.428;1;81.93;$ 2.565;2.148.065.431;7.346
11;17/09/2010;$ 1.215.676;0;83.04;$ 2.582;2.148.322.484;7.346
11;24/09/2010;$ 1.170.103;0;77.36;$ 2.624;2.149.084.516;7.346
11;1/10/2010;$ 1.182.490;0;75.11;$ 2.603;2.149.846.548;7.564
11;8/10/2010;$ 1.293.473;0;68.71;$ 2.633;215.060.858;7.564
11;15/10/2010;$ 1.175.004;0;71.46;$ 3;2.151.293.114;7.564
11;22/10/2010;$ 1.169.831;0;72.6;$ 2.725;21.517.839;7.564
11;29/10/2010;$ 1.195.036;0;74.21;$ 2.716;2.152.274.686;7.564
11;5/11/2010;$ 1.332.759;0;64.41;$ 2.689;2.152.765.472;7.564
11;12/11/2010;$ 1.281.676;0;63.74;$ 2.728;2.153.256.258;7.564
11;19/11/2010;$ 1.292.347;0;58.63;$ 2.771;2.152.074.519;7.564
11;26/11/2010;$ 1.757.243;1;69.9;$ 2.735;2.150.614.025;7.564
11;3/12/2010;$ 1.380.523;0;55.9;$ 2.708;2.149.153.531;7.564
11;10/12/2010;$ 1.564.516;0;53.33;$ 2.843;2.147.693.037;7.564
11;17/12/2010;$ 1.843.971;0;54.63;$ 2.869;214.704.919;7.564
11;24/12/2010;$ 2.306.265;0;59.33;$ 2.886;2.147.017.828;7.564
11;31/12/2010;$ 1.172.003;1;55.03;$ 2.943;2.146.986.466;7.564
11;7/01/2011;$ 1.178.905;0;54.43;$ 2.976;2.146.955.104;7.551
11;14/01/2011;$ 1.194.450;0;45.34;$ 2.983;2.147.470.729;7.551
11;21/01/2011;$ 1.187.776;0;51.51;$ 3.016;2.151.268.275;7.551
11;28/01/2011;$ 1.100.419;0;51.04;$ 3;2.155.065.821;7.551
11;4/02/2011;$ 1.422.546;0;47.17;$ 2.989;2.158.863.367;7.551
11;11/02/2011;$ 1.419.237;1;44.61;$ 3.022;2.162.660.913;7.551
11;18/02/2011;$ 1.554.747;0;61.5;$ 3.045;2.165.843.571;7.551
11;25/02/2011;$ 1.323.999;0;68.74;$ 3.065;2.168.780.275;7.551
11;4/03/2011;$ 1.399.457;0;66.5;$ 3.288;2.171.716.979;7.551
11;11/03/2011;$ 1.314.557;0;63.29;$ 3.459;2.174.653.683;7.551
11;18/03/2011;$ 1.391.814;0;70.17;$ 3.488;2.177.235.226;7.551
11;25/03/2011;$ 1.229.777;0;73.74;$ 3.473;2.179.674.705;7.551
11;1/04/2011;$ 1.258.674;0;69.1;$ 3.524;2.182.114.184;7.574
11;8/04/2011;$ 1.327.401;0;73.57;$ 3.622;2.184.553.663;7.574
11;15/04/2011;$ 1.312.906;0;76.64;$ 3.743;2.186.788.642;7.574
11;22/04/2011;$ 1.388.119;0;78.31;$ 3.807;218.851.237;7.574
11;29/04/2011;$ 1.357.590;0;79.97;$ 4;2.190.236.099;7.574
11;6/05/2011;$ 1.331.453;0;71.39;$ 3.906;2.191.959.827;7.574
11;13/05/2011;$ 1.277.959;0;80.93;$ 3.899;2.193.683.556;7.574
11;20/05/2011;$ 1.239.467;0;76.97;$ 3.907;219.127.216;7.574
11;27/05/2011;$ 1.216.877;0;85.61;$ 3.786;2.188.860.765;7.574
11;3/06/2011;$ 1.343.637;0;86.14;$ 3.699;2.186.449.369;7.574
11;10/06/2011;$ 1.314.627;0;85.79;$ 3.648;2.184.037.974;7.574
11;17/06/2011;$ 1.337.507;0;87.9;$ 3.637;2.183.551.748;7.574
11;24/06/2011;$ 1.254.588;0;86.13;$ 3.594;21.845.094;7.574
11;1/07/2011;$ 1.297.472;0;86.43;$ 3.524;2.185.467.052;7.567
11;8/07/2011;$ 1.334.628;0;87.17;$ 3;2.186.424.704;7.567
11;15/07/2011;$ 1.266.547;0;88.3;$ 3.575;2.187.275.216;7.567
11;22/07/2011;$ 1.290.576;0;87.8;$ 3.651;2.187.857.881;7.567
11;29/07/2011;$ 1.212.939;0;89.46;$ 3.682;2.188.440.545;7.567
11;5/08/2011;$ 1.403.199;0;90.04;$ 3.684;2.189.023.209;7.567
11;12/08/2011;$ 1.354.188;0;90.3;$ 3.638;2.189.605.873;7.567
11;19/08/2011;$ 1.484.170;0;89.51;$ 3.554;219.023.271;7.567
11;26/08/2011;$ 1.304.707;0;89.09;$ 3.523;2.190.866.908;7.567
11;2/09/2011;$ 1.297.792;0;91.44;$ 3.533;2.191.501.106;7.567
11;9/09/2011;$ 1.249.440;1;84.91;$ 3.546;2.192.135.305;7.567
11;16/09/2011;$ 1.270.816;0;85.11;$ 3.526;2.193.972.867;7.567
11;23/09/2011;$ 1.235.775;0;82.14;$ 3.467;2.197.414.914;7.567
11;30/09/2011;$ 1.190.516;0;84.4;$ 3.355;220.085.696;7.567
11;7/10/2011;$ 1.346.271;0;76.97;$ 3.285;2.204.299.007;7.197
11;14/10/2011;$ 1.286.389;0;75.56;$ 3.274;2.207.486.167;7.197
11;21/10/2011;$ 1.325.108;0;70.91;$ 3.353;2.209.144.005;7.197
11;28/10/2011;$ 1.310.684;0;72.66;$ 3.372;2.210.801.842;7.197
11;4/11/2011;$ 1.458.287;0;61.13;$ 3.332;221.245.968;7.197
11;11/11/2011;$ 1.366.054;0;64.2;$ 3.297;2.214.117.517;7.197
11;18/11/2011;$ 1.315.092;0;66.17;$ 3.308;2.216.432.852;7.197
11;25/11/2011;$ 1.848.953;1;70.03;$ 3.236;2.219.011.185;7.197
